no,petition_id,title,url,Category1,Category2,Category3,Category4,Category5
528,6877064,Facilities Management Department: Help Drive the University of Minnesota-TC towards Campus-Wide Organic Collection by 2020,https://api.change.org/p/facilities-management-department-help-drive-the-university-of-minnesota-tc-towards-campus-wide-organic-collection-by-2020,National,Education,,,
529,5750506,Prime Minister of Australia and the President of the United States: Stop deforestation and plant 1 trillion new trees globally by the year 2050.,https://api.change.org/p/prime-minister-of-australia-and-the-president-of-the-united-states-stop-deforestation-and-plant-1-trillion-new-trees-globally-by-the-year-2050,Global,Landscapes and forests,,,
530,9069653,Call on @JustinTrudeau to STOP the Kinder Morgan Pipeline,https://api.change.org/p/call-on-justintrudeau-to-stop-the-kinder-morgan-pipeline,Global,Political,Clean energy,,
531,7515707,Mark Leno: Provide Funding for The Healthy Soils Initiative,https://api.change.org/p/mark-leno-provide-funding-for-the-healthy-soils-initiative,National,Political,Health and Safety,Sustainability,
532,6304580,Malcom turnbull: Get australia green,https://api.change.org/p/malcom-turnbull-get-australia-green,Global,Clean energy,,,
533,23622,STOP global warming,https://api.change.org/p/stop-global-warming,National,,,,
534,8083184,PEOPLE:  WAKE UP!,https://api.change.org/p/people-wake-up,Global,,,,
535,2779131,UK Government: Introduce lighter evenings in the UK by putting the clocks forward an hour throughout the year so we are awake when the sun is out.,https://api.change.org/p/uk-government-introduce-lighter-evenings-in-the-uk-by-putting-the-clocks-forward-an-hour-throughout-the-year-so-we-are-awake-when-the-sun-is-out,Global,Education,,,
536,7297598,save environment for future generation - stop dilution of environmental laws by MoEF&CC,https://api.change.org/p/save-environment-for-future-generation-stop-dilution-of-environmental-laws-by-moef-cc,National,Pollution,,,
537,6194354,Dr. : Zero Tolerance for Racial Harassment and the N-word in our School System,https://api.change.org/p/dr-zero-tolerance-for-racial-harassment-and-the-n-word-in-our-school-system,Global,Human Rights,,,
538,9835649,Friends & Neighbors Advocating Better Green Living: Stop The Sun Tax In Evans NY,https://api.change.org/p/friends-neighbors-advocating-better-green-living-stop-the-sun-tax-in-evans-ny,National,Clean energy,,,
539,27060,Black History Month,https://api.change.org/p/black-history-month,Human Rights,National,,,
540,2344431,Monsieur le President de la Republique: Pour une transition écologique urgente donnant le droit à un avenir décent pour tous,https://api.change.org/p/monsieur-le-president-de-la-republique-pour-une-transition-%C3%A9cologique-urgente-donnant-le-droit-%C3%A0-un-avenir-d%C3%A9cent-pour-tous,Global,Clean energy,,,
541,8874713,Environmental Protection Agency: Go Vegan Today to Protest Myron Bell as EPA Leader,https://api.change.org/p/environmental-protection-agency-go-vegan-today-to-protest-myron-bell-as-epa-leader,Vegan Diet,National,Political,,
542,7095500,Bob Gibbs: End the unauthorized Geoengineering Program,https://api.change.org/p/bob-gibbs-end-the-unauthorized-geoengineering-program,National,Pollution,,,
543,9671684,Bernie Sanders: We would like to help reverse climate change by using inexpensive ideas.,https://api.change.org/p/bernie-sanders-we-would-like-to-help-reverse-climate-change-by-using-inexpensive-ideas,National,Political,US Elections,,
544,10031378,Oakland Mayor Libby Schaaf: Banning single-use Plastic Water Bottles in Oakland,https://api.change.org/p/oakland-mayor-libby-schaaf-banning-single-use-plastic-water-bottles-in-oakland,National,Plastic,Recycle,Ocean,
545,6312857,Trader Joe's: Stop Creating SO MUCH WASTE,https://api.change.org/p/trader-joe-s-stop-creating-so-much-waste,National,Plastic,Waste,Sustainability,
546,8980625,Hillary Clinton: Demand Recount of Election,https://api.change.org/p/hillary-clinton-demand-recount-of-election,National,Political,US Elections,,
547,9018320,TD Bank: Be a True Environmental Leader and Pull Funding from the DAPL,https://api.change.org/p/td-bank-be-a-true-environmental-leader-and-pull-funding-from-the-dapl,Clean energy,Business Greed,,,
548,3642975,"THE DOGCATCHER PLEDGE:
Sign this petition and force the Republican Party to deal with climate change.",https://api.change.org/p/the-dogcatcher-pledge-sign-this-petition-and-force-the-republican-party-to-deal-with-climate-change,National,Political,,,
549,21142,Inspire / Earth Day   :),https://api.change.org/p/inspire-earth-day,Global,,,,
550,7984421,Howard Schultz: Starbucks: Stop making waste!,https://api.change.org/p/howard-schultz-starbucks-stop-making-waste,Business greed,Waste,,,
551,6754631,National : Say NO to styrofoam usage for in-house eating,https://api.change.org/p/national-say-no-to-styrofoam-usage-for-in-house-eating,National,Waste,Plastic,Recycle,
552,7967579,Minister of Forest: Forest Ecosystem killed for Infrasturcture,https://api.change.org/p/minister-of-forest-forest-ecosystem-killed-for-infrasturcture,Global,Landscapes and forests,wildlife,Animal Rights,
553,26364,"Copenhagen, Native American + Indigenous",https://api.change.org/p/copenhagen-native-american-indigenous,Human Rights,Global,,,
554,7152380,The president of Zambia : Stop the South African farmers from take over Zambian agriculture sector,https://api.change.org/p/the-president-of-zambia-stop-the-south-african-farmers-from-take-over-zambian-agriculture-sector,Global,Landscapes and forests,,,
555,8749949,Donald Trump: Tell Donald Trump to Support Climate Change Efforts and the Paris  Agreement,https://api.change.org/p/donald-trump-tell-donald-trump-to-support-climate-change-efforts-and-the-paris-agreement,National,Political,Paris Agreement,,
556,6484358,"ACCADEMIA DELLA CRUSCA: Sostantivo bestia e aggettivo bestiale, riserviamoli esclusivamente  alla specie umana.",https://api.change.org/p/accademia-della-crusca-sostantivo-bestia-e-aggettivo-bestiale-riserviamoli-esclusivamente-alla-specie-umana,Global,Human Rights,,,
557,9689939,Alameda Municipal Power IT'S TIME TO GO SOLAR NOW,https://api.change.org/p/alameda-municipal-power-it-s-time-to-go-solar-now,National,Clean energy,,,
558,7691891,A petition to have solar panels installed in Queensland public housing to reduce the cost of electricity and the carbon footprint of public housing.,https://api.change.org/p/a-petition-to-have-solar-panels-installed-in-queensland-public-housing-to-reduce-the-cost-of-electricity-and-the-carbon-footprint-of-public-housing,Global,Clean energy,,,
559,6576932,TTC Commission : service cuts not the answer to low ridership,https://api.change.org/p/ttc-commission-service-cuts-not-the-answer-to-low-ridership,Global,Human Rights,,,
560,8053229,"The Hon. Lily D'Ambrosio Minister for Energy, Environment and Climate Change : Please take urgent action to restore the Viewbank Grain Silos!",https://api.change.org/p/the-hon-lily-d-ambrosio-minister-for-energy-environment-and-climate-change-please-take-urgent-action-to-restore-the-viewbank-grain-silos,National,,,,
561,8966843,Neil deGrasse Tyson: Neil deGrasse Tyson should meet with President-elect Trump to talk about climate change.,https://api.change.org/p/neil-degrasse-tyson-neil-degrasse-tyson-should-meet-with-president-elect-trump-to-talk-about-climate-change,National,Political,US Elections,,
562,6654698,Robert.Altenkirch@uah.edu: Honoring Jeff Sessions: A Challenge to UAH Values,https://api.change.org/p/robert-altenkirch-uah-edu-honoring-jeff-sessions-a-challenge-to-uah-values,National,Human Rights,Education,,
563,7588082,"GOP, Reince Priebus, and Donald Trump: Remove the Elephant from Republican Party Logos",https://api.change.org/p/gop-reince-priebus-and-donald-trump-remove-the-elephant-from-republican-party-logos,National,Political,Animal Rights,,
564,6262733,"World Trade Organization: Help Grow India's Solar Infrastructure - WTO, US back off!!",https://api.change.org/p/world-trade-organization-help-grow-india-s-solar-infrastructure-wto-us-back-off,Global,Clean energy,,,
565,8743895,Animal Agriculture Alliance: Small Changes for a Big Movement,https://api.change.org/p/animal-agriculture-alliance-small-changes-for-a-big-movement,National,Political,,,
566,8837702,Barack Obama: Expedite Legal Gender Changes Before 1/20,https://api.change.org/p/barack-obama-expedite-legal-gender-changes-before-1-20,National,Political,Human Rights,,
567,7366301,President Rodrigo Duterte: The Eco-challenge for Change,https://api.change.org/p/president-rodrigo-duterte-the-eco-challenge-for-change,Global,Political,Business Greed,,
568,8951903,San Diego County Board of Supervisors: San Diegans Stand Up For Progressive Vision,https://api.change.org/p/san-diego-county-board-of-supervisors-san-diegans-stand-up-for-progressive-vision,National,Political,US Elections,,
569,9723113,Nicolle Littrell: Belfast Resolve!  Please sign to support adoption of a city-wide Resolution,https://api.change.org/p/nicolle-littrell-belfast-resolve-please-sign-to-support-adoption-of-a-city-wide-resolution,National,Political,US Elections,,
570,7442525,"luke.donnellan@parliament.vic.gov.au: VicRoads: save $24M, listen to the people, don't trash the bush.",https://api.change.org/p/luke-donnellan-parliament-vic-gov-au-vicroads-save-24m-listen-to-the-people-don-t-trash-the-bush,Global,Landscapes and forests,,,
571,9784754,Governor Andrew Cuomo: Support a Carbon Tax in New York State,https://api.change.org/p/governor-andrew-cuomo-support-a-carbon-tax-in-new-york-state,National,Clean energy,Taxes,,
572,7309913,Petition to Concord’s Energy Future Task Force Members,https://api.change.org/p/petition-to-concord-s-energy-future-task-force-members,National,Health and Safety,Water,Clean energy,
573,1954440,UN: Arbitrate Gaza Peace NOW,https://api.change.org/p/un-arbitrate-gaza-peace-now,Global,Human Rights,,,
574,8865506,"Andy Harris: Mr. Trump help safe the environment, do not leave the Paris Accord.",https://api.change.org/p/andy-harris-mr-trump-help-safe-the-environment-do-not-leave-the-paris-accord,National,Political,Paris Agreement,,
575,8585714,Kerry Rouck: Wipe your bum only with renewable bamboo tissue; save British Columbia's Selkirk Forest.,https://api.change.org/p/kerry-rouck-wipe-your-bum-only-with-renewable-bamboo-tissue-save-british-columbia-s-selkirk-forest,Global,Landscapes and forests,,,
576,6727157,Pepperdine: Fossil Fuel Divestment,https://api.change.org/p/pepperdine-fossil-fuel-divestment,National,Education,Clean energy,,
577,9043286,Donald Trump: Appoint Kelly Ayotte the Head of the EPA,https://api.change.org/p/donald-trump-appoint-kelly-ayotte-the-head-of-the-epa,National,Political,Clean energy,,
578,8804336,Donald Trump: Honor the Paris Climate Accord!,https://api.change.org/p/donald-trump-honor-the-paris-climate-accord,National,Political,Paris Agreement,,
579,8727974,House of Representatives : Impeach Trump,https://api.change.org/p/house-of-representatives-impeach-trump,National,Political,,,
580,7554104,Ministry of Environment Forest and Climate Change: BAN TYRE BURNING DURING ‘BANDH’: STOP POLLUTION,https://api.change.org/p/ministry-of-environment-forest-and-climate-change-ban-tyre-burning-during-bandh-stop-pollution,Global,Landscapes and forests,Pollution,,
581,9670943,The University of the South: Sewanee: Divest from Fossil Fuels!,https://api.change.org/p/the-university-of-the-south-sewanee-divest-from-fossil-fuels,Education,Clean energy,National,,
582,7687049,McDonogh Community: Enhance McDonogh School's History Curriculum,https://api.change.org/p/mcdonogh-community-enhance-mcdonogh-school-s-history-curriculum,National,Education,,,
583,70361,Urgent Act: for all,https://api.change.org/p/urgent-act-for-all,Human Rights,National,,,
584,6246986,Lou Rinaldi MPP Norhtumberland-Quinte: Expand the Greenbelt into Northumberland County,https://api.change.org/p/lou-rinaldi-mpp-norhtumberland-quinte-expand-the-greenbelt-into-northumberland-county,Global,Landscapes and forests,,,
585,8122157,"CDM Executive Board UNFCCC: Seeking action against questionable CDM project Okhla Waste to Energy Plant, Delhi, India",https://api.change.org/p/cdm-executive-board-unfccc-seeking-action-against-questionable-cdm-project-okhla-waste-to-energy-plant-delhi-india,Global,Waste,Clean energy,,
586,6653762,*For USF students and faculty only*: Bring Green Monday to the University of San Francisco,https://api.change.org/p/for-usf-students-and-faculty-only-bring-green-monday-to-the-university-of-san-francisco,National,Education,Sustainability,,
587,8889284,John Key: Ban Fossil-fuels and become a Renewable Power Nation,https://api.change.org/p/john-key-ban-fossil-fuels-and-become-a-renewable-power-nation,Global,Clean energy,Sustainability,,
588,8086430,"World Wildlife Fund: IT IS NEVER TOO LATE TO SAVE OUR HOME CALLED THE ""EARTH""",https://api.change.org/p/world-wildlife-fund-it-is-never-too-late-to-save-our-home-called-the-earth,Global,Landscapes and forests,Wildlife,,
589,6945182,Demand a Bailout for the 99%!,https://api.change.org/p/demand-a-bailout-for-the-99,National,Clean energy,US Elections,,
590,25640,We can tax gas,https://api.change.org/p/we-can-tax-gas,National,Clean energy,Taxes,,
591,6319055,Darebin Councillors: Darebin Council Divestment now!,https://api.change.org/p/darebin-councillors-darebin-council-divestment-now,Global,Clean energy,Pollution,,
592,9852353,Tim Cook: Save Solar’s Fate Under a Trump Administration by Igniting the Solar Revolution,https://api.change.org/p/tim-cook-save-solar-s-fate-under-a-trump-administration-by-igniting-the-solar-revolution,Global,Clean energy,,,
593,9744683,Mr. Prakash Javdekar: Ensure KV FRI Dehradun Does Not Close Down,https://api.change.org/p/mr-prakash-javdekar-ensure-kv-fri-dehradun-does-not-close-down,Global,Landscapes and forests,,,
594,8346698,"Administration at Fayette County High School : To End the Trend of Criminalization, and Amend the Wrongs at Fayette County High School",https://api.change.org/p/administration-at-fayette-county-high-school-to-end-the-trend-of-criminalization-and-amend-the-wrongs-at-fayette-county-high-school,National,Education,,,
595,8268038,"Canada's Boiling Point: Where has our water gone, Trudeau !?",https://api.change.org/p/canada-s-boiling-point-where-has-our-water-gone-trudeau,Global,Political,Water,,
596,9968765,Help reduce deforestation and save the earth,https://api.change.org/p/help-reduce-deforestation-and-save-the-earth,Global,Landscapes and forests,,,
597,6394901,James Duarte : Bring Bernie to the Bronx!,https://api.change.org/p/james-duarte-bring-bernie-to-the-bronx,National,Political,US Elections,,
598,9710384,Rep. John Katko: Hold Rep. John Katko Accountable,https://api.change.org/p/rep-john-katko-hold-rep-john-katko-accountable,National,Human Rights,,,
599,6139758,segun.eubanks@pgcps.org; carolyn.boston@pgcps.org;   sonya3.williams@pgcps.org;  curtis.valentine@pg: Keeping A Valuable Anchor In Our Community,https://api.change.org/p/segun-eubanks-pgcps-org-carolyn-boston-pgcps-org-sonya3-williams-pgcps-org-curtis-valentine-pg-keeping-a-valuable-anchor-in-our-community,National,Education,Human Rights,,
600,9719984,We Won't Work For Companies That Support Trump Administration's Values,https://api.change.org/p/we-won-t-work-for-companies-that-support-trump-administration-s-values,Business greed,National,Political,,
601,7180541,Federal Minister for the Environment: Inform and educate Australian and global youth to help save the Great Barrier Reef,https://api.change.org/p/federal-minister-for-the-environment-inform-and-educate-australian-and-global-youth-to-help-save-the-great-barrier-reef,Global,Wildlife,,,
602,7111178,Jay Inslee: Turning all plastic products for packaging material into 100% biodegradable hemp.,https://api.change.org/p/jay-inslee-turning-all-plastic-products-for-packaging-material-into-100-biodegradable-hemp,National,Recycle,Sustainability,Plastic,
603,8877092,Ashish Vaidya:  Pass a Pollinator Protection Pledge at St. Cloud State University,https://api.change.org/p/ashish-vaidya-pass-a-pollinator-protection-pledge-at-st-cloud-state-university,National,Education,Wildlife,Animal Rights,
604,6645056,Shri Narendra Modi Prime Minister Government of India New Delhi and Shri : Grievances related to Environmental Clearance for Brick Earth in Brick Kilns Sector,https://api.change.org/p/shri-narendra-modi-prime-minister-government-of-india-new-delhi-and-shri-grievances-related-to-environmental-clearance-for-brick-earth-in-brick-kilns-sector,Global,Health and Safety,landscape and forests,,
605,8751914,morgiemccloud@gmail.com: All U.S. government must recognize that climate change is a high priority issue.,https://api.change.org/p/morgiemccloud-gmail-com-all-u-s-government-must-recognize-that-climate-change-is-a-high-priority-issue,National,Political,Clean energy,,
606,6978890,Mike Leigh: Open letter to Mike Leigh Chairman of The London Film School,https://api.change.org/p/mike-leigh-open-letter-to-mike-leigh-chairman-of-the-london-film-school,Global,Education,,,
607,6206882,Advance Marine Science/Aquaculture/Ocean Studies through a new  campus and stop condos,https://api.change.org/p/advance-marine-science-aquaculture-ocean-studies-through-a-new-campus-and-stop-condos,National,Wildlife,Ocean,,
608,27487,Advocate for real healthcare reform,https://api.change.org/p/advocate-for-real-healthcare-reform,National,Human Rights,Health and Safety,,
609,6576902,Butler University: Tell Butler University to Respect and Support Transgender People on Campus,https://api.change.org/p/butler-university-tell-butler-university-to-respect-and-support-transgender-people-on-campus,National,Education,Human Rights,,
610,8223686,"Local Government: Gain Now,Gone Tomorrow (Deforestation)",https://api.change.org/p/local-government-gain-now-gone-tomorrow-deforestation,National,Landscapes and forests,,,
611,8816672,Sankara Saranam: Tell Trump to Listen to the Pentagon and Address Climate Change,https://api.change.org/p/sankara-saranam-tell-trump-to-listen-to-the-pentagon-and-address-climate-change,National,Political,,,
612,6738887,"Ms. V. Manjula, Commissioner, Dept. of Urban Land Transport, GoK: Deploy CNG Buses for HDBRTS & not Polluting Diesel Buses; Protect our Right to Clean Air!",https://api.change.org/p/ms-v-manjula-commissioner-dept-of-urban-land-transport-gok-deploy-cng-buses-for-hdbrts-not-polluting-diesel-buses-protect-our-right-to-clean-air,Global,Air Pollution,Clean energy,,
613,3884656,The University of Missouri: Remove the Statue of Thomas Jefferson from Campus,https://api.change.org/p/the-university-of-missouri-remove-the-statue-of-thomas-jefferson-from-campus,National,Education,,,
614,9729440,American Civil Liberties Union: Rising Up: A Call To Action To Protect Our Democracy,https://api.change.org/p/american-civil-liberties-union-rising-up-a-call-to-action-to-protect-our-democracy,National,Education,Human Rights,,
615,7318091,This election call for leaders who protect our Reef,https://api.change.org/p/this-election-call-for-leaders-who-protect-our-reef-4,Global,Wildlife,Elections,,
616,8212172,Chipotle: End Chipotle's Anti-GMO Policy,https://api.change.org/p/chipotle-end-chipotle-s-anti-gmo-policy,Education,National,,,
617,8242145,"CT State House: CT State House, pass a law, no water bottling during times of drought",https://api.change.org/p/ct-state-house-ct-state-house-pass-a-law-no-water-bottling-during-times-of-drought,National,Clean energy,Water,Political,
618,9922427,"Beyoncé, Radiohead, Kendrick Lamar, and Others: Request All Acts Withdraw From Homophobic and Climate Denying AEG's Coachella.",https://api.change.org/p/beyonc%C3%A9-radiohead-kendrick-lamar-and-others-request-all-acts-withdraw-from-homophobic-and-climate-denying-aeg-s-coachella,National,,,,
619,7262342,Kathleen Wynne: Wynne and Metrolinx: Don't hike fares on the subway,https://api.change.org/p/kathleen-wynne-wynne-and-metrolinx-don-t-hike-fares-on-the-subway,Global,Human Rights,,,
620,6744041,Dick Durbin: THE MAKING CRIME BILL,https://api.change.org/p/dick-durbin-the-making-crime-bill,National,Human Rights,,,
621,9876056,Kevin Leahy Senior Account Director Cineplex AB: Cineplex REMOVE Alberta NDP Climate Change propaganda Ads from Theatres in Alberta!,https://api.change.org/p/kevin-leahy-senior-account-director-cineplex-ab-cineplex-remove-alberta-ndp-climate-change-propaganda-ads-from-theatres-in-alberta,Global,Political,,,
622,6476117,secy-labour@nic.in: Eliminate use of paper in statutory & labour law compliances documentation,https://api.change.org/p/secy-labour-nic-in-eliminate-use-of-paper-in-statutory-labour-law-compliances-documentation,Global,Recycle,Sustainability,Waste,
623,25144,Tell Toyota: Stop,https://api.change.org/p/tell-toyota-stop,Business Greed,Clean energy,,,
624,6647333,Stopping the further excision of the Mau Forest.,https://api.change.org/p/stopping-the-further-excision-of-the-mau-forest,Global,Landscapes and forests,,,
625,8216441,Kathleen Wynne:  THE 8% TO GO INTO ONTARIANS' RIGHT POCKET WILL COME FROM THEIR LEFT POCKET!,https://api.change.org/p/kathleen-wynne-the-8-to-go-into-ontarians-right-pocket-will-come-from-their-left-pocket-67c26259-476f-42e4-aa03-3624a7f4334a,Global,Human Rights,Taxes,,
626,9638003,Electors of Electoral College: NO election by Electoral College,https://api.change.org/p/electors-of-electoral-college-no-election-by-electoral-college,National,Political,US Elections,,
627,8780618,State Legislators: Enact the National Popular Vote Bill and Give Democracy Back to the People,https://api.change.org/p/state-legislators-enact-the-national-popular-vote-bill-and-give-democracy-back-to-the-people,National,Political,US Elections,,
628,9976898,Jerry Brown: Don't Let Trump & the GOP Kill Climate Science: Create a Refuge in CA for Researchers Now,https://api.change.org/p/jerry-brown-don-t-let-trump-the-gop-kill-climate-science-create-a-refuge-in-ca-for-researchers-now,National,Education,Political,,
629,7844471,Piyush Goyal: To provide significant resources towards clean energy and make it affordable #growth4good,https://api.change.org/p/piyush-goyal-to-provide-significant-resources-towards-clean-energy-and-make-it-affordable-growth4good,Global,Clean energy,,,
630,8575532,AFL-CIO: Call on AFL-CIO to Withdraw Support of DAPL,https://api.change.org/p/afl-cio-call-on-afl-cio-to-withdraw-support-of-dapl,Business greed,Clean energy,,,
631,23179,Help R.A.N.,https://api.change.org/p/help-r-a-n,National,Clean energy,,,
632,6725630,GameSocietyPimps: Bring Back Disneyland Adventures!,https://api.change.org/p/gamesocietypimps-bring-back-disneyland-adventures,National,Entertainment,,,
633,6691760,WE CAN SUE MR YOWERI MUSEVENI & 1200 OTHERS UNDER UNIVERSAL JURISDICTION,https://api.change.org/p/we-can-sue-mr-yoweri-museveni-1200-others-under-universal-jurisdiction,Global,Human Rights,Elections,,
634,5597706,Tesla Motors: Tesla Motors go all vegan,https://api.change.org/p/tesla-motors-tesla-motors-go-all-vegan,Vegan Diet,,,,
635,6444047,Justin Trudeau: Taking Claim to Climate Refugees caused by Canadians,https://api.change.org/p/justin-trudeau-taking-claim-to-climate-refugees-caused-by-canadians,Global,Human Rights,,,
636,7085354,EPA Ghana : Say NO to Coal Power Plant in Ghana #GlobalWarming,https://api.change.org/p/epa-ghana-say-no-to-coal-power-plant-in-ghana-globalwarming,Global,Clean energy,,,
637,5794102,Full Public Disclosure By The Government About Extraterrestrial Life And Climate Change,https://api.change.org/p/full-public-disclosure-by-the-government-about-extraterrestrial-life-and-climate-change,Global,Education,,,
638,8812925,Donald Trump: Tell President Trump:  Do Not Pull Out of the Paris Climate Agreement,https://api.change.org/p/donald-trump-tell-president-trump-do-not-pull-out-of-the-paris-climate-agreement,National,Political,Paris Agreement,,
639,8087384,David Joseph Wright: Save Caldecott Foundation,https://api.change.org/p/david-joseph-wright-save-caldecott-foundation,Business greed,Global,,,
640,6800975,Saturday Night Live: Have Bill Nye and Tina Fey (Sarah Palin) Debate Climate Change On Saturday Night Live,https://api.change.org/p/saturday-night-live-have-bill-nye-and-tina-fey-sarah-palin-debate-climate-change-on-saturday-night-live,National,Entertainment,,,
641,6593297,Ministry of : Sampur Coal Power Plant is an Environmental disaster,https://api.change.org/p/ministry-of-sampur-coal-power-plant-is-an-environmental-disaster,Global,Clean energy,,,
642,7373612,David Cameron MP: The UK to ratify COP21 before PM David Cameron steps down,https://api.change.org/p/david-cameron-mp-the-uk-to-ratify-cop21-before-pm-david-cameron-steps-down,Global,Political,Paris Agreement,,
643,3324896,Everyone in the world: Become a Guardian of Microbial Diversity,https://api.change.org/p/everyone-in-the-world-become-a-guardian-of-microbial-diversity,Global,,,,
644,7103114,Justin Trudeau: Say no to the turn off of gas heating in Ontario,https://api.change.org/p/justin-trudeau-say-no-to-the-turn-off-of-gas-heating-in-ontario,Global,Clean energy,,,
645,6686213,City of Toronto : Ban single-use plastic bags and water bottles in Toronto!,https://api.change.org/p/city-of-toronto-ban-single-use-plastic-bags-and-water-bottles-in-toronto,Global,Recycle,Plastic,Waste,
646,6774770,Secretary Ernest Moniz: Save Indian Point nuclear generating station!,https://api.change.org/p/secretary-ernest-moniz-save-indian-point-nuclear-generating-station,Global,Nuke,Clean energy,,
647,7309670,Revive Orca K-8 School:  All students thriving!,https://api.change.org/p/revive-orca-k-8-school-all-students-thriving,Education,Wildlife,National,,
648,9669710,Department of Education: Gender neutralize the dress code. Earrings okay on boys.,https://api.change.org/p/department-of-education-gender-neutralize-the-dress-code-earrings-okay-on-boys,Education,Human Rights,National,,
649,6340178,"Appeal to pet owners - for a clean India and health of children's, Scoop the Poop!!Pet waste is hazardous!!",https://api.change.org/p/appeal-to-pet-owners-for-a-clean-india-and-health-of-children-s-scoop-the-poop-pet-waste-is-hazardous,Global,Health and Safety,Animal Rights,Waste,
650,8999558,"UK Parliament: Ban disposable plastic cups, plates and cutlery to help the environment",https://api.change.org/p/uk-parliament-ban-disposable-plastic-cups-plates-and-cutlery-to-help-the-environment,Global,Plastic,Recycle,Waste,
651,8965466,Driver and Vehicle Standards Agency: Simplify professional driving times and make them apply to anybody driving professionally.,https://api.change.org/p/driver-and-vehicle-standards-agency-simplify-professional-driving-times-and-make-them-apply-to-anybody-driving-professionally,Global,Health and Safety,Human Rights,,
652,3465097,Please do our share to cut pollution,https://api.change.org/p/please-do-our-share-to-cut-pollution,Global,Pollution,Clean energy,,
653,9914705,Tell Uber to Step Up in Fight Against Climate Change-Launch an All Electric Car Fleet!,https://api.change.org/p/tell-uber-to-step-up-in-fight-against-climate-change-launch-an-all-electric-car-fleet,Clean energy,,,,
654,9851930,Marco Rubio: We the People Demand Sen. Marco Rubio Block Trump's Most Dangerous Cabinet Picks,https://api.change.org/p/marco-rubio-we-the-people-demand-sen-marco-rubio-block-trump-s-most-dangerous-cabinet-picks,National,Political,US Elections,,
655,10022882,Kate Brown: Oregon Carbon Tax,https://api.change.org/p/kate-brown-oregon-carbon-tax,National,Taxes,Political,,
656,6484571,Pennsylvania Request for Grand Jury Investigation,https://api.change.org/p/pennsylvania-request-for-grand-jury-investigation,National,Human Rights,,,
657,7256756,Amarillo ISD Board of Trustees: Give Due Process to all Amarillo ISD Employees,https://api.change.org/p/amarillo-isd-board-of-trustees-give-due-process-to-all-amarillo-isd-employees,Business greed,Education,,,
658,5703310,Stay at Tefft,https://api.change.org/p/stay-at-tefft,Education,National,,,
659,9776942,Your spending is unwarranted and you are not speaking for all Canadians: Make Trudeau resign and leave office,https://api.change.org/p/your-spending-is-unwarranted-and-you-are-not-speaking-for-all-canadians-make-trudeau-resign-and-leave-office,Global,Political,Human Rights,,
660,6337007,Bernie Sanders: Bernie on the November Ballot,https://api.change.org/p/bernie-sanders-bernie-on-the-november-ballot,National,Political,US Elections,,
661,9003197,"www.Water-For-Life.org: Greening the desert of Sahara – Water for life, before 2030",https://api.change.org/p/www-water-for-life-org-greening-the-desert-of-sahara-water-for-life-before-2030,Global,Water,Clean energy,,
662,6653906,The People of the United States of America: Rocky Patel for President 2016,https://api.change.org/p/the-people-of-the-united-states-of-america-rocky-patel-for-president-2016,National,Political,US Elections,,
663,8556320,PAGASA: To reduce the factors contributing to dreadful climate changes.,https://api.change.org/p/pagasa-to-reduce-the-factors-contributing-to-dreadful-climate-changes,Global,Waste,,,
664,7604798,SLEEPING JURORS IN NC AND INDICTMENT UNDER A FALSE NAME !!!!!!,https://api.change.org/p/sleeping-jurors-in-nc-and-indictment-under-a-false-name,National,Human Rights,,,
665,5813858,President Waldron: Replace beef with more sustainable meats/food to fight climate change and save WPU big $!,https://api.change.org/p/president-waldron-replace-beef-with-more-sustainable-meats-food-to-fight-climate-change-and-save-wpu-big,National,Wildlife,Sustainability,,
666,8364428,BDA commissioner: Save Bangalore’s Tree cover - 812 trees to be cut for steel bridge.,https://api.change.org/p/bda-commissioner-save-bangalore-s-tree-cover-812-trees-to-be-cut-for-steel-bridge,Global,Landscapes and forests,,,
667,8001170,Barack Obama: End New Fossil Fuel Leasing on America's Public Lands,https://api.change.org/p/barack-obama-end-new-fossil-fuel-leasing-on-america-s-public-lands,National,Clean energy,,,
668,6393767,Scott Stringer: Divest NYC Schools,https://api.change.org/p/scott-stringer-divest-nyc-schools,National,Education,Health and Safety,Clean energy,
669,6721703,President of the United States: Sign the Declaration to Restore the Planet,https://api.change.org/p/president-of-the-united-states-sign-the-declaration-to-restore-the-planet,National,Political,Health and Safety,,
670,8145965,Tell Maine Governor Paul LePage: We Won't Tolerate Racism,https://api.change.org/p/tell-maine-governor-paul-lepage-we-won-t-tolerate-racism,National,Human Rights,,,
671,7007939,Political parties: Change electoral system in Australia,https://api.change.org/p/political-parties-change-electoral-system-in-australia,Global,Elections,,,
672,7111109,Curriculum Framework and Instructional Resources Department of the California Depart: Petition to Create a Curriculum that Educates all California Students About Global Warming,https://api.change.org/p/curriculum-framework-and-instructional-resources-department-of-the-california-depart-petition-to-create-a-curriculum-that-educates-all-california-students-about-global-warming,National,Education,,,
673,3694991,"Councillor Hedley McCarthy, Leader of Blaenau Gwent Council: Please declare Blaenau Gwent as a frack free Local Authority",https://api.change.org/p/councillor-hedley-mccarthy-leader-of-blaenau-gwent-council-please-declare-blaenau-gwent-as-a-frack-free-local-authority,Global,Clean energy,,,
674,20973,Dictated Global Warming,https://api.change.org/p/dictated-global-warming,Global,,,,
